id,name,RA,Decl,V_mag,R_star,M_star,Priority,SpcType,comments,period,period_error,t0,t0_error,depth,duration,Rs_a,Mp,Rp,filler,public,tess,required_observations,done,observations,stellar_density
295;"HD60491";113.609;-6.896675;;;;5;;"Mahmoud collaboration, Rafa/Enric. Star 2/2. Needs 10-15 min observations each night during the period January 8th- February 6th. 13/3/19 Data sent to Mahmoud, he may or may not write a paper";;0;;0;;;;;;1;;1;1;"Yes";15;
228;"HAT-P-39";113.75824583333;17.830075;12.35;1.404;;3;;"Guo. Puffy planet to search for slope of haze or hints of Na/K/TiO/VO";3.54387;5.0E-6;2455208.75049;0.00041;0.0099;0.1745;0.1484;0.599;1.571;0;;;1;"Yes";1;
124;"GJ282C";114.02954166667;-3.1108338888889;9.87;;;5;"M1";"Victor. Search for rocky planets in the HZ of mid and late M dwarfs with estimated inclination angles ~90deg, based on Prot and vsini";;0;;0;;;;;;2;;;1;"Yes";27;
202;"J073817";114.57083333333;8.4269444444444;;;;5;;"J. Prieto-Arranz. SWASP. Partial transit.";5.0251;9.25E-5;2455160.4943;0.00333;;0.17;;;;0;;;1;"No";0;
294;"Gl285";116.167375;3.5524638888889;11.22;;;5;;"Mahmoud collaboration, Rafa/Enric. Star 1/2. Needs 10-15 min observations each night during the period January 8th- February 6th. Data sent to to Mahmoud on March 2019. He may or may not write a paper.";;0;;0;;;;;;1;;1;1;"Yes";18;
125;"GJ 1101";118.974875;83.384722222222;13.09;;;4;"M4.5";"Victor. Search for rocky planets in the HZ of mid and late M dwarfs with estimated inclination angles ~90deg, based on Prot and vsini";;0;;0;;;;;;2;;;1;"No";0;
323;"TOI00493.01";119.62770833333;12.883266666667;12.55;;;5;"K";"Norio: TESS targets from sector 7, check the special calendar Sent to TFOP 27/5/19. Done";5.947773;0;2458493.31843;0;;0.08821;;;;0;;1;1;"Yes";1;
45;"GJ3470b";119.77445833333;15.391527777778;12.33;;;2;"M0";"Akihiko. Multiple (>5) transit observations to further constrain the Rayleigh slope and also to understand the possible systematics in MuSCAT2 photometry. Please use "align" command to adjust the FOV. The preferred focus value is "best_focus - 500 um", and the optimal exposure times would be 8 (r), 15 (i), and 20 (z) sec.";3.3366413;0;2456677.727712;0;;0.0791;;;;0;;;1;"Yes";5;
321;"TOI00488.01";120.59533333333;3.3387888888889;13.7;;;2;"M";"Norio: TESS targets from sector 7, check the special calendar, a nearly Earth-sized planet around a mid-M dwarf, a possible good target for IRD/CARMENES RV follow-up";1.198126;0;2458492.202188;0;;0.04415;;;;0;;1;3;"No";0;
327;"TOI00521.01";123.34425;12.222097222222;14.69;;;5;"M";"Norio: TESS targets from sector 7, check the special calendar Sent to TFOP 27/5/19. Done";1.542131;0;2458492.722769;0;;0.04635;;;;0;;1;1;"Yes";1;
